KodProduktu,Wyprzedaz,ilosc_indeks,Wartosc_indeks,SlsU,SlsR,KATEGORIA,DEPARTAMENT,GRUPA,grupa_towarowanie,przedzial_ilosci
671143-01,0,764,40644.8,133,17473.47,TEKSTYLIA,3_CHŁOPAK,SPODNIE,SPODNIE,"(400,800]"
HJZ21-JSPMD003-27M,0,663,20824.83,149,11033.71,TEKSTYLIA,3_CHŁOPAK,SPODNIE,SPODNIE,"(400,800]"
DV1801,0,508,28498.8,58,7689.62,TEKSTYLIA,3_CHŁOPAK,SPODNIE,SPODNIE,"(400,800]"
GN1498,0,235,13183.5,84,11047.16,TEKSTYLIA,3_CHŁOPAK,SPODNIE,SPODNIE,"(200,400]"
586974-01,0,324,14952.599999999999,48,6014.52,TEKSTYLIA,3_CHŁOPAK,SPODNIE,SPODNIE,"(200,400]"
DV1794,0,269,15822.58,31,4143.6900000000005,TEKSTYLIA,3_CHŁOPAK,SPODNIE,SPODNIE,"(200,400]"
586988-01,1,105,4845.75,420,24390.96,TEKSTYLIA,3_CHŁOPAK,SPODNIE,SPODNIE,"(50,200]"
HJL21-JSPMD002-21S,1,83,2607.0299999999997,270,12472,TEKSTYLIA,3_CHŁOPAK,SPODNIE,SPODNIE,"(50,200]"
HJL21-JSPMD002A-20S,1,67,2104.47,196,8832.14,TEKSTYLIA,3_CHŁOPAK,SPODNIE,SPODNIE,"(50,200]"
HJL21-JSPMD001A-27M,1,77,2115.96,121,6378.81,TEKSTYLIA,3_CHŁOPAK,SPODNIE,SPODNIE,"(50,200]"
583243-03,1,27,1533.6,86,3709.3,TEKSTYLIA,3_CHŁOPAK,SPODNIE,SPODNIE,"(20,50]"
D95925,1,34,1928.82,40,3212.6699999999996,TEKSTYLIA,3_CHŁOPAK,SPODNIE,SPODNIE,"(20,50]"
852107-03,1,22,1017.72,19,1538.84,TEKSTYLIA,3_CHŁOPAK,SPODNIE,SPODNIE,"(20,50]"
852107-01,1,39,1799.85,21,1286.81,TEKSTYLIA,3_CHŁOPAK,SPODNIE,SPODNIE,"(20,50]"
VN0A4MQ3WHT1,0,911,31074.21,195,14564.449999999999,TEKSTYLIA,3_CHŁOPAK,T-SHIRT,T-SHIRT,"(800,1e+04]"
CV3497,0,1135,27705.35,206,11301.66,TEKSTYLIA,3_CHŁOPAK,T-SHIRT,T-SHIRT,"(800,1e+04]"
586960-02,0,1535,32695.500000000004,218,11231.880000000001,TEKSTYLIA,3_CHŁOPAK,T-SHIRT,T-SHIRT,"(800,1e+04]"
GN3994,0,851,23896.079999999998,141,9127.289999999999,TEKSTYLIA,3_CHŁOPAK,T-SHIRT,T-SHIRT,"(800,1e+04]"
GN4002,0,907,22348.48,169,8894.11,TEKSTYLIA,3_CHŁOPAK,T-SHIRT,T-SHIRT,"(800,1e+04]"
HJZ21-JTSM002-10S,0,1556,15264.36,339,7325.61,TEKSTYLIA,3_CHŁOPAK,T-SHIRT,T-SHIRT,"(800,1e+04]"
GS8886,0,513,14384.519999999999,212,13376.99,TEKSTYLIA,3_CHŁOPAK,T-SHIRT,T-SHIRT,"(400,800]"
589257-03,0,466,13234.4,150,11402.5,TEKSTYLIA,3_CHŁOPAK,T-SHIRT,T-SHIRT,"(400,800]"
HJL21-JTSM001A-10S,0,538,5277.780000000001,480,10761.71,TEKSTYLIA,3_CHŁOPAK,T-SHIRT,T-SHIRT,"(400,800]"
GS2192,0,434,12169.359999999999,168,10598.42,TEKSTYLIA,3_CHŁOPAK,T-SHIRT,T-SHIRT,"(400,800]"
586985-57,0,562,11970.6,133,7099.070000000001,TEKSTYLIA,3_CHŁOPAK,T-SHIRT,T-SHIRT,"(400,800]"
671178-01,0,661,17582.600000000002,108,6752.5199999999995,TEKSTYLIA,3_CHŁOPAK,T-SHIRT,T-SHIRT,"(400,800]"
671177-01,0,672,17875.2,102,6480.29,TEKSTYLIA,3_CHŁOPAK,T-SHIRT,T-SHIRT,"(400,800]"
671180-01,0,702,18673.2,79,5023.8099999999995,TEKSTYLIA,3_CHŁOPAK,T-SHIRT,T-SHIRT,"(400,800]"
HJZ21-JTSM001B-62S,0,501,5901.78,186,4968.84,TEKSTYLIA,3_CHŁOPAK,T-SHIRT,T-SHIRT,"(400,800]"
671177-02,0,700,18620,77,4931.44,TEKSTYLIA,3_CHŁOPAK,T-SHIRT,T-SHIRT,"(400,800]"
VN000IVFYB21,0,612,23549.76,55,4685.75,TEKSTYLIA,3_CHŁOPAK,T-SHIRT,T-SHIRT,"(400,800]"
HJZ21-JTSM001A-20S,0,523,6160.94,167,4493.23,TEKSTYLIA,3_CHŁOPAK,T-SHIRT,T-SHIRT,"(400,800]"
GN3995,0,383,10739.32,198,12623.22,TEKSTYLIA,3_CHŁOPAK,T-SHIRT,T-SHIRT,"(200,400]"
GN1471,0,373,10458.92,165,10503.949999999999,TEKSTYLIA,3_CHŁOPAK,T-SHIRT,T-SHIRT,"(200,400]"
GN5738,0,218,5321.38,174,9772.26,TEKSTYLIA,3_CHŁOPAK,T-SHIRT,T-SHIRT,"(200,400]"
VN000IVFY281,0,201,7734.48,63,5341.7699999999995,TEKSTYLIA,3_CHŁOPAK,T-SHIRT,T-SHIRT,"(200,400]"
VN0A4MQ3BLK1,0,317,10812.869999999999,51,3766.69,TEKSTYLIA,3_CHŁOPAK,T-SHIRT,T-SHIRT,"(200,400]"
GN1472,1,81,2271.24,266,11265.42,TEKSTYLIA,3_CHŁOPAK,T-SHIRT,T-SHIRT,"(50,200]"
GJ6507,1,111,3585.2999999999997,149,6890.37,TEKSTYLIA,3_CHŁOPAK,T-SHIRT,T-SHIRT,"(50,200]"
GJ6508,1,80,2583.9999999999995,147,6840.91,TEKSTYLIA,3_CHŁOPAK,T-SHIRT,T-SHIRT,"(50,200]"
HJL21-JTSM004-10S,1,101,1585.6999999999998,250,6288.86,TEKSTYLIA,3_CHŁOPAK,T-SHIRT,T-SHIRT,"(50,200]"
585898-01,1,61,1732.3999999999999,156,5054.88,TEKSTYLIA,3_CHŁOPAK,T-SHIRT,T-SHIRT,"(50,200]"
HJL21-JTSML001A-20S,1,131,2056.7,217,4316,TEKSTYLIA,3_CHŁOPAK,LONG SLEEVE,T-SHIRT,"(50,200]"
HJL21-JTSM004A-20S,1,55,863.5,158,3904.7999999999997,TEKSTYLIA,3_CHŁOPAK,T-SHIRT,T-SHIRT,"(50,200]"
HJL21-JTSM004B-27M,1,87,1365.8999999999999,160,3868.54,TEKSTYLIA,3_CHŁOPAK,T-SHIRT,T-SHIRT,"(50,200]"
GN3999,1,53,1486.12,79,3284.4,TEKSTYLIA,3_CHŁOPAK,T-SHIRT,T-SHIRT,"(50,200]"
HJL21-JTSML001-27M,1,98,1538.6,203,3226.39,TEKSTYLIA,3_CHŁOPAK,LONG SLEEVE,T-SHIRT,"(50,200]"
HJL21-JTSM010B-10S,0,96,1130.8799999999999,52,1487.48,TEKSTYLIA,3_CHŁOPAK,T-SHIRT,T-SHIRT,"(50,200]"
HJZ21-JTSML001-31S,0,147,2885.6099999999997,0,0,TEKSTYLIA,3_CHŁOPAK,LONG SLEEVE,T-SHIRT,"(50,200]"
585898-02,1,34,965.5999999999999,154,5166.84,TEKSTYLIA,3_CHŁOPAK,T-SHIRT,T-SHIRT,"(20,50]"
GN3997,1,28,785.12,113,4729.13,TEKSTYLIA,3_CHŁOPAK,T-SHIRT,T-SHIRT,"(20,50]"
GN1470,1,38,1065.52,106,4494.1500000000005,TEKSTYLIA,3_CHŁOPAK,T-SHIRT,T-SHIRT,"(20,50]"
586985-02,1,42,894.6,137,4486.97,TEKSTYLIA,3_CHŁOPAK,T-SHIRT,T-SHIRT,"(20,50]"
GN1474,1,34,953.36,103,4119.29,TEKSTYLIA,3_CHŁOPAK,T-SHIRT,T-SHIRT,"(20,50]"
GN4000,1,33,925.3199999999999,98,4084.25,TEKSTYLIA,3_CHŁOPAK,T-SHIRT,T-SHIRT,"(20,50]"
586960-49,1,25,532.5,112,3659.17,TEKSTYLIA,3_CHŁOPAK,T-SHIRT,T-SHIRT,"(20,50]"
HJL21-JTSM002B-45N,1,44,690.8,141,3254.04,TEKSTYLIA,3_CHŁOPAK,T-SHIRT,T-SHIRT,"(20,50]"
HJL21-JTSM003B-35S,1,40,549.6,129,3181.86,TEKSTYLIA,3_CHŁOPAK,T-SHIRT,T-SHIRT,"(20,50]"
GN1487,1,25,807.5,59,2865.02,TEKSTYLIA,3_CHŁOPAK,T-SHIRT,T-SHIRT,"(20,50]"
586985-11,1,26,553.8000000000001,81,2691.38,TEKSTYLIA,3_CHŁOPAK,T-SHIRT,T-SHIRT,"(20,50]"
HJL21-JTSM003A-45N,1,25,343.5,59,1388.3,TEKSTYLIA,3_CHŁOPAK,T-SHIRT,T-SHIRT,"(20,50]"
