KodProduktu,Wyprzedaz,ilosc_indeks,Wartosc_indeks,SlsU,SlsR,KATEGORIA,DEPARTAMENT,GRUPA,grupa_towarowanie,przedzial_ilosci
075487-49,1,142,4536.9,83,3297.82,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(50,200]"
077386-01,1,51,2715.75,44,2881.91,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(50,200]"
GD5622,1,144,5875.2,59,2484.58,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(50,200]"
Z0PCU005-62S,1,75,3030,40,2477.68,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(50,200]"
077295-03,1,53,1881.5,50,2214.59,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(50,200]"
077783-01,1,67,5232.7,29,1728.7499999999998,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(50,200]"
077381-01,1,186,9244.2,24,1581.78,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(50,200]"
075488-16,0,86,2625.58,18,1271.02,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(50,200]"
BA5262-015,1,54,1172.34,33,955.26,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(50,200]"
BA5992-480,1,77,1664.74,32,684.76,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(50,200]"
1327792-001,1,52,2521.48,7,649.9399999999999,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(50,200]"
FS8345,1,67,1480.7000000000003,20,467.30999999999995,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(50,200]"
BA5992-657,1,53,1145.8600000000001,17,394.84999999999997,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(50,200]"
1364186-001,0,138,8669.16,2,255.98,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(50,200]"
BA5883-013,1,45,3507.2999999999997,51,4568.58,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(20,50]"
L0PCU006-46S,0,27,1090.8,33,2849.6699999999996,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(20,50]"
073581-36,1,21,1149.75,23,1889.81,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(20,50]"
FJ9269,1,43,1754.3999999999999,36,1629.7,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(20,50]"
Z0PCU005-20S,1,36,1454.3999999999999,23,1511.79,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(20,50]"
077918-03,1,39,2076.75,11,1049.8999999999999,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(20,50]"
076703-01,1,28,1274,19,983.85,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(20,50]"
BA6030-480,0,39,1686.75,11,939.89,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(20,50]"
077295-04,1,24,852,28,761.76,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(20,50]"
075818-04,1,40,1460,11,489.91,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(20,50]"
DW5189,1,21,1094.94,9,425.94,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(20,50]"
FJ9267,0,30,1224,4,319.96,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(20,50]"
DV2388,1,24,534.48,13,237.88,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(20,50]"
BA5992-010,0,33,713.46,4,174.96,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(20,50]"
075487-09,0,42,1370.46,2,143.98,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(20,50]"
FJ9293,1,40,884,4,139.97,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(20,50]"
VN000SUFVD71,0,39,826.02,1,39.99,AKCESORIA,5_AKCESORIA,PLECAK,PLECAK,"(20,50]"
GN1948,0,821,20229.44,264,15642.960000000001,AKCESORIA,5_AKCESORIA,TORBA,TORBA,"(800,1e+04]"
H30343,0,1242,30602.88,174,10255.26,AKCESORIA,5_AKCESORIA,TORBA,TORBA,"(800,1e+04]"
078461-01,0,507,15478.710000000001,147,11541.73,AKCESORIA,5_AKCESORIA,TORBA,TORBA,"(400,800]"
H30336,0,425,10472,193,11401.07,AKCESORIA,5_AKCESORIA,TORBA,TORBA,"(400,800]"
GN1937,0,512,12620.8,62,3666.58,AKCESORIA,5_AKCESORIA,TORBA,TORBA,"(400,800]"
078462-01,0,693,22141.35,33,2617.27,AKCESORIA,5_AKCESORIA,TORBA,TORBA,"(400,800]"
076906-01,0,253,8083.3499999999995,113,8925.269999999999,AKCESORIA,5_AKCESORIA,TORBA,TORBA,"(200,400]"
H15577,0,384,12403.199999999999,113,8889.269999999999,AKCESORIA,5_AKCESORIA,TORBA,TORBA,"(200,400]"
GN1998,1,264,7415.759999999999,292,8764.85,AKCESORIA,5_AKCESORIA,TORBA,TORBA,"(200,400]"
FL1750,0,356,9982.24,89,6100.3099999999995,AKCESORIA,5_AKCESORIA,TORBA,TORBA,"(200,400]"
H35766,0,341,9609.38,86,5912.04,AKCESORIA,5_AKCESORIA,TORBA,TORBA,"(200,400]"
078394-01,0,346,8598.1,73,5056.7699999999995,AKCESORIA,5_AKCESORIA,TORBA,TORBA,"(200,400]"
078400-13,0,369,11789.55,52,4113.08,AKCESORIA,5_AKCESORIA,TORBA,TORBA,"(200,400]"
H36585,0,350,7780.5,64,3467.6600000000003,AKCESORIA,5_AKCESORIA,TORBA,TORBA,"(200,400]"
078302-01,0,396,14058,35,3396.6499999999996,AKCESORIA,5_AKCESORIA,TORBA,TORBA,"(200,400]"
077784-01,1,214,9876.099999999999,53,3184.5299999999997,AKCESORIA,5_AKCESORIA,TORBA,TORBA,"(200,400]"
309079-19-4006,1,214,5613.22,71,3138.9100000000003,AKCESORIA,5_AKCESORIA,TORBA,TORBA,"(200,400]"
076908-01,1,363,7731.9000000000005,82,2888.53,AKCESORIA,5_AKCESORIA,TORBA,TORBA,"(200,400]"
078392-01,0,386,9592.1,39,2647.0099999999998,AKCESORIA,5_AKCESORIA,TORBA,TORBA,"(200,400]"
H23414,0,350,5656,67,2622.9300000000003,AKCESORIA,5_AKCESORIA,TORBA,TORBA,"(200,400]"
GP0155,0,238,5290.74,45,2445.4,AKCESORIA,5_AKCESORIA,TORBA,TORBA,"(200,400]"
DT4827,0,272,6702.08,39,2300.01,AKCESORIA,5_AKCESORIA,TORBA,TORBA,"(200,400]"
H36586,0,390,8669.7,32,1740.98,AKCESORIA,5_AKCESORIA,TORBA,TORBA,"(200,400]"
H4L21-AKB002-20S,0,200,4712,124,7364.96,AKCESORIA,5_AKCESORIA,TORBA,TORBA,"(50,200]"
DT4822,0,103,2543.07,77,4542.2300000000005,AKCESORIA,5_AKCESORIA,TORBA,TORBA,"(50,200]"
077478-01,1,148,5254,92,4124.2300000000005,AKCESORIA,5_AKCESORIA,TORBA,TORBA,"(50,200]"
077921-01,1,144,5112,58,3800.49,AKCESORIA,5_AKCESORIA,TORBA,TORBA,"(50,200]"
309080-19-4006,1,189,4957.47,100,3215.63,AKCESORIA,5_AKCESORIA,TORBA,TORBA,"(50,200]"
H4L21-TRU002-20S,0,95,2983.9500000000003,37,2943.6299999999997,AKCESORIA,5_AKCESORIA,TORBA,TORBA,"(50,200]"
076908-54,1,95,2023.5000000000002,68,2399.44,AKCESORIA,5_AKCESORIA,TORBA,TORBA,"(50,200]"
ED6877,0,80,1983.2,40,2332.4,AKCESORIA,5_AKCESORIA,TORBA,TORBA,"(50,200]"
078216-01,1,181,9638.25,34,2279.72,AKCESORIA,5_AKCESORIA,TORBA,TORBA,"(50,200]"
H4L21-AKB001-20S,0,198,3886.74,40,1977.1000000000001,AKCESORIA,5_AKCESORIA,TORBA,TORBA,"(50,200]"
077921-03,1,192,6816,32,1952.7499999999998,AKCESORIA,5_AKCESORIA,TORBA,TORBA,"(50,200]"
H4L21-TRU001-20S,1,107,2520.9199999999996,49,1890.73,AKCESORIA,5_AKCESORIA,TORBA,TORBA,"(50,200]"
H4L21-AKB004-56S,0,73,1432.99,38,1808.13,AKCESORIA,5_AKCESORIA,TORBA,TORBA,"(50,200]"
GP0156,1,126,2800.98,75,1631.8799999999999,AKCESORIA,5_AKCESORIA,TORBA,TORBA,"(50,200]"
077929-01,1,188,8008.8,27,1535.75,AKCESORIA,5_AKCESORIA,TORBA,TORBA,"(50,200]"
HJL21-JBAGM003-90S,0,60,941.9999999999999,38,1503.22,AKCESORIA,5_AKCESORIA,TORBA,TORBA,"(50,200]"
H4L21-AKB004-31S,1,81,1590.03,38,1270.15,AKCESORIA,5_AKCESORIA,TORBA,TORBA,"(50,200]"
GE1113,1,73,1798.72,21,795.4,AKCESORIA,5_AKCESORIA,TORBA,TORBA,"(50,200]"
078216-03,1,53,2822.25,8,584.92,AKCESORIA,5_AKCESORIA,TORBA,TORBA,"(50,200]"
H4Z21-TPU002-20S,0,69,1625.6399999999999,0,0,AKCESORIA,5_AKCESORIA,TORBA,TORBA,"(50,200]"
CK7446-010,1,28,1215.48,17,764.86,AKCESORIA,5_AKCESORIA,TORBA,TORBA,"(20,50]"
BA5750-019,1,36,1328.3999999999999,20,699.85,AKCESORIA,5_AKCESORIA,TORBA,TORBA,"(20,50]"
076972-02,1,27,1437.75,4,159.96,AKCESORIA,5_AKCESORIA,TORBA,TORBA,"(20,50]"
076061-15,1,24,596.4000000000001,3,49.98,AKCESORIA,5_AKCESORIA,TORBA,TORBA,"(20,50]"
GC8729,1,23,371.68,3,45.98,AKCESORIA,5_AKCESORIA,TORBA,TORBA,"(20,50]"
GN2038,0,454,23535.36,29,3712.51,AKCESORIA,5_AKCESORIA,TORBA TRENINGOWA,TORBA TRENINGOWA,"(400,800]"
076619-14,0,600,25560,18,2117.8199999999997,AKCESORIA,5_AKCESORIA,TORBA TRENINGOWA,TORBA TRENINGOWA,"(400,800]"
H58228,0,402,20839.68,13,1639.17,AKCESORIA,5_AKCESORIA,TORBA TRENINGOWA,TORBA TRENINGOWA,"(400,800]"
GN2046,0,367,19025.280000000002,26,3373.2400000000002,AKCESORIA,5_AKCESORIA,TORBA TRENINGOWA,TORBA TRENINGOWA,"(200,400]"
BA6147-010,1,234,13948.74,52,3145.54,AKCESORIA,5_AKCESORIA,TORBA TRENINGOWA,TORBA TRENINGOWA,"(200,400]"
077365-09,1,227,12893.599999999999,25,2429.77,AKCESORIA,5_AKCESORIA,TORBA TRENINGOWA,TORBA TRENINGOWA,"(200,400]"
GN1982,1,189,9797.76,128,12198.82,AKCESORIA,5_AKCESORIA,TORBA TRENINGOWA,TORBA TRENINGOWA,"(50,200]"
H4L21-TPU001-25M,1,120,4239.5999999999995,95,5621.049999999999,AKCESORIA,5_AKCESORIA,TORBA TRENINGOWA,TORBA TRENINGOWA,"(50,200]"
H4L21-TPU002-20S,0,169,6634.94,47,4626.53,AKCESORIA,5_AKCESORIA,TORBA TRENINGOWA,TORBA TRENINGOWA,"(50,200]"
H4L21-TPU010-20S,1,84,4288.2,33,2816.7,AKCESORIA,5_AKCESORIA,TORBA TRENINGOWA,TORBA TRENINGOWA,"(50,200]"
077366-05,1,109,5417.3,29,1917.7299999999998,AKCESORIA,5_AKCESORIA,TORBA TRENINGOWA,TORBA TRENINGOWA,"(50,200]"
GE1227,1,68,3525.1200000000003,19,1430.86,AKCESORIA,5_AKCESORIA,TORBA TRENINGOWA,TORBA TRENINGOWA,"(50,200]"
077365-05,1,69,3919.2,17,1205.85,AKCESORIA,5_AKCESORIA,TORBA TRENINGOWA,TORBA TRENINGOWA,"(50,200]"
BA5957-010,1,32,1906.56,17,1439.84,AKCESORIA,5_AKCESORIA,TORBA TRENINGOWA,TORBA TRENINGOWA,"(20,50]"
L0TPU010-31S,1,35,1838.55,6,363.94,AKCESORIA,5_AKCESORIA,TORBA TRENINGOWA,TORBA TRENINGOWA,"(20,50]"
DY5078,1,157,5747.7699999999995,272,13599.69,BIELIZNA,6_BIELIZNA,KĄPIELÓWKI,KĄPIELÓWKI,"(50,200]"
H4L21-MAJM002-30S,1,104,2041.52,334,8726.63,BIELIZNA,6_BIELIZNA,KĄPIELÓWKI,KĄPIELÓWKI,"(50,200]"
GN5891,1,152,4262.08,229,8023.29,BIELIZNA,6_BIELIZNA,KĄPIELÓWKI,KĄPIELÓWKI,"(50,200]"
HJL21-JMAJM002-33S,1,118,1852.6,189,3936.7099999999996,BIELIZNA,6_BIELIZNA,KĄPIELÓWKI,KĄPIELÓWKI,"(50,200]"
FJ4737,1,29,1183.1999999999998,38,2554.64,BIELIZNA,6_BIELIZNA,KĄPIELÓWKI,KĄPIELÓWKI,"(20,50]"
NOSH4-BIM350-27M+23M,0,864,20355.84,13,719.87,BIELIZNA,6_BIELIZNA,MAJTKI,MAJTKI,"(800,1e+04]"
NOSH4-BIM350-20S,0,876,20638.559999999998,7,379.73,BIELIZNA,6_BIELIZNA,MAJTKI,MAJTKI,"(800,1e+04]"
NOSBIM001-20S,0,673,15855.88,391,22172.09,BIELIZNA,6_BIELIZNA,MAJTKI,MAJTKI,"(400,800]"
907650-01,0,487,12101.95,88,5443.5199999999995,BIELIZNA,6_BIELIZNA,MAJTKI,MAJTKI,"(400,800]"
FU5016-200,0,611,9940.97,134,4712.26,BIELIZNA,6_BIELIZNA,MAJTKI,MAJTKI,"(400,800]"
907650-02,0,458,12846.9,77,4710.429999999999,BIELIZNA,6_BIELIZNA,MAJTKI,MAJTKI,"(400,800]"
FU5004-321,0,499,8118.73,104,3624.16,BIELIZNA,6_BIELIZNA,MAJTKI,MAJTKI,"(400,800]"
NOSH4-BIM350-62S+20S,0,742,17481.52,24,1330.56,BIELIZNA,6_BIELIZNA,MAJTKI,MAJTKI,"(400,800]"
907838-05,0,257,7846.21,158,13090.97,BIELIZNA,6_BIELIZNA,MAJTKI,MAJTKI,"(200,400]"
NOSBIM001-B33,0,249,5866.44,194,10895.86,BIELIZNA,6_BIELIZNA,MAJTKI,MAJTKI,"(200,400]"
NOSBIM001-B8,0,363,8552.279999999999,128,7170.52,BIELIZNA,6_BIELIZNA,MAJTKI,MAJTKI,"(200,400]"
FU5100-200,0,350,6264.999999999999,114,4760.76,BIELIZNA,6_BIELIZNA,MAJTKI,MAJTKI,"(200,400]"
FU5077-118,0,270,4833,33,1339.77,BIELIZNA,6_BIELIZNA,MAJTKI,MAJTKI,"(200,400]"
907838-07,0,170,5190.1,65,5294.8499999999995,BIELIZNA,6_BIELIZNA,MAJTKI,MAJTKI,"(50,200]"
521015-301,0,149,5066,67,5064.929999999999,BIELIZNA,6_BIELIZNA,MAJTKI,MAJTKI,"(50,200]"
907838-03,0,149,4548.97,50,4110.0999999999995,BIELIZNA,6_BIELIZNA,MAJTKI,MAJTKI,"(50,200]"
Z0BIM601-B38,1,199,3215.84,96,2485.5899999999997,BIELIZNA,6_BIELIZNA,MAJTKI,MAJTKI,"(50,200]"
907832-03,0,99,3618.45,30,2451.1,BIELIZNA,6_BIELIZNA,MAJTKI,MAJTKI,"(50,200]"
591015-200,0,76,2777.7999999999997,29,2395.8599999999997,BIELIZNA,6_BIELIZNA,MAJTKI,MAJTKI,"(50,200]"
521015-075,0,143,4862,29,2202.91,BIELIZNA,6_BIELIZNA,MAJTKI,MAJTKI,"(50,200]"
906823-28,1,92,3128,37,2075.65,BIELIZNA,6_BIELIZNA,MAJTKI,MAJTKI,"(50,200]"
591015-327,0,123,4495.65,24,2012.56,BIELIZNA,6_BIELIZNA,MAJTKI,MAJTKI,"(50,200]"
591015-056,0,134,4897.7,24,1971.76,BIELIZNA,6_BIELIZNA,MAJTKI,MAJTKI,"(50,200]"
591015-162,0,71,2167.63,24,1963.2599999999998,BIELIZNA,6_BIELIZNA,MAJTKI,MAJTKI,"(50,200]"
521015-007,1,75,2550,28,1595.72,BIELIZNA,6_BIELIZNA,MAJTKI,MAJTKI,"(50,200]"
FU5079-300,0,199,3562.1,36,1496.3400000000001,BIELIZNA,6_BIELIZNA,MAJTKI,MAJTKI,"(50,200]"
591015-786,0,101,3691.5499999999997,14,1143.96,BIELIZNA,6_BIELIZNA,MAJTKI,MAJTKI,"(50,200]"
888887-05,0,108,2754,18,962.82,BIELIZNA,6_BIELIZNA,MAJTKI,MAJTKI,"(50,200]"
906823-17,1,45,1530,25,974.82,BIELIZNA,6_BIELIZNA,MAJTKI,MAJTKI,"(20,50]"
906823-32,1,42,1428,19,764.86,BIELIZNA,6_BIELIZNA,MAJTKI,MAJTKI,"(20,50]"
906823-23,1,48,1632,17,714.86,BIELIZNA,6_BIELIZNA,MAJTKI,MAJTKI,"(20,50]"
906823-22,1,26,884,12,509.90000000000003,BIELIZNA,6_BIELIZNA,MAJTKI,MAJTKI,"(20,50]"
651001-072,0,21,767.55,3,239.96999999999997,BIELIZNA,6_BIELIZNA,MAJTKI,MAJTKI,"(20,50]"
521015-505,0,32,1088,2,111.98,BIELIZNA,6_BIELIZNA,MAJTKI,MAJTKI,"(20,50]"
651001-327,0,22,804.0999999999999,1,79.99,BIELIZNA,6_BIELIZNA,MAJTKI,MAJTKI,"(20,50]"
Z9BIM600-B16,1,26,431.86,2,49.98,BIELIZNA,6_BIELIZNA,MAJTKI,MAJTKI,"(20,50]"
201104-200,0,1582,17481.100000000002,883,23928.18,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(800,1e+04]"
GE6177,0,1036,14089.599999999999,714,23352.21,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(800,1e+04]"
201103-200,0,1472,16265.600000000002,739,20272.62,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(800,1e+04]"
GE1380,0,837,11383.2,541,17711.59,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(800,1e+04]"
201103-300,0,1212,13392.600000000002,638,17256.75,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(800,1e+04]"
201104-300,0,1348,14895.400000000001,555,15231.15,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(800,1e+04]"
201103-882,0,1378,15226.900000000001,543,14792.98,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(800,1e+04]"
201104-882,0,1137,12563.850000000002,509,13780.22,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(800,1e+04]"
201104-532,0,1291,14265.550000000001,500,13705.609999999999,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(800,1e+04]"
DZ9385,0,971,15671.939999999999,315,12064.85,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(800,1e+04]"
F9398-200,0,1740,25491,290,11142.710000000001,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(800,1e+04]"
141011-300,0,1035,15835.5,339,11102.82,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(800,1e+04]"
201103-532,0,1567,17315.350000000002,397,10947.84,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(800,1e+04]"
F9398-300,0,1034,15148.1,280,10700.800000000001,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(800,1e+04]"
F9199-300,0,939,11455.8,280,9062.9,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(800,1e+04]"
141011-200,0,830,12699,240,7862.610000000001,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(800,1e+04]"
GG6675,0,1168,18874.88,170,6604.7,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(800,1e+04]"
GG6674,0,1353,21864.48,159,6134.81,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(800,1e+04]"
F9199-200,0,948,11565.599999999999,173,5617.52,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(800,1e+04]"
GH0419,0,2000,24240,194,5337.759999999999,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(800,1e+04]"
GH0420,0,2815,34117.8,183,4927.08,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(800,1e+04]"
GH0409,0,1301,15768.119999999999,145,3964.25,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(800,1e+04]"
GH0408,0,1387,16810.44,127,3445.43,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(800,1e+04]"
Z0SOD600-B37,0,1350,10908,159,2844.22,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(800,1e+04]"
HJZ21-JSOM005-33S+62S+21S,0,816,8004.96,23,507.27,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(800,1e+04]"
DZ9384,0,683,11023.62,365,14012.76,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(400,800]"
DZ9383,0,607,9796.98,316,12148.44,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(400,800]"
FQ5271,0,407,6568.9800000000005,163,6294.780000000001,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(400,800]"
NOSH4-SOD302-56S+10S+20S,0,430,5065.4,227,6154.03,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(400,800]"
DZ9403,0,712,11491.68,148,5744.52,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(400,800]"
NOSH4-SOM301-20S+20S+20S,0,498,5866.44,198,5425.92,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(400,800]"
GE6164,0,501,7665.300000000001,135,5185.85,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(400,800]"
NOSH4-SOM301-10S+10S+10S,0,514,6054.92,178,4927.82,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(400,800]"
DZ9437,0,430,6940.200000000001,112,4351.68,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(400,800]"
GE6179,0,676,9193.6,129,4212.71,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(400,800]"
NOSH4-SOM301-27M+10S+20S,0,540,6361.199999999999,140,3851.81,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(400,800]"
NOSH4-SOM301-31M+31S+20S,0,584,6879.5199999999995,114,3099.06,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(400,800]"
GG6679,0,443,7158.88,79,3090.81,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(400,800]"
Z0JSOM001-21S,0,481,6801.34,84,2840.11,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(400,800]"
887497-11,0,665,7348.250000000002,92,2513.68,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(400,800]"
Z0SOM600-B36,1,478,4827.8,145,2289.33,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(400,800]"
NOSH4-SOM300-10S+10S+10S,0,628,6160.68,86,1917.6399999999999,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(400,800]"
NOSH4-SOM300-20S+20S+20S,0,644,6317.64,72,1610.53,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(400,800]"
F2646-754,0,369,5405.85,187,7254.530000000001,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(200,400]"
F2642-400,0,289,4233.85,144,5553.76,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(200,400]"
NOSH4-SOD302-10S+10S+10S,0,207,2438.4599999999996,135,3687.1699999999996,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(200,400]"
HJL21-JSOM001-21S+21S+21S,0,337,3305.9700000000003,140,3079.1,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(200,400]"
F6105-754,0,255,3735.75,95,3031.8,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(200,400]"
Z0SOM002-B39,0,266,3761.24,86,2843.59,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(200,400]"
H4L21-SOD008-20S+20S+20S,0,214,2520.9199999999996,104,2840.27,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(200,400]"
Z0SOM002-10S,0,242,3421.88,84,2818.06,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(200,400]"
GC8710,0,316,3829.92,100,2731.7,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(200,400]"
GN9543,0,360,5508,65,2473.75,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(200,400]"
Z0SOM002-B35,0,247,3492.58,72,2435.63,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(200,400]"
NOSH4-SOD302-20S+20S+20S,0,236,2780.08,85,2325.65,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(200,400]"
H4L21-SOM006-31M+31S+20S,0,217,2556.2599999999998,79,2114.12,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(200,400]"
F9300-200,0,306,4482.9000000000005,55,2092.25,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(200,400]"
H4L21-SOM005-10S+10S+10S,0,201,1971.81,89,1983.61,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(200,400]"
H4L21-SOM005-31M+31S+20S,0,219,2148.3900000000003,80,1807.4499999999998,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(200,400]"
887498-11,0,278,3055.22,51,1389.99,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(200,400]"
201104-292,0,363,4011.1500000000005,30,827.6999999999999,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(200,400]"
Z0SOD003-20S,0,209,2955.26,19,650.8100000000001,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(200,400]"
L0SOD600-B47,1,202,1632.1599999999999,75,637.39,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(200,400]"
FJ7715,0,285,4240.8,12,447.48,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(200,400]"
GE6178,0,241,3277.6000000000004,9,307.91,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(200,400]"
DZ9435,0,242,3905.88,7,271.53000000000003,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(200,400]"
DTA-SX-008-N,0,337,1179.5,23,155.81,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(200,400]"
DTA-SX-010-F,0,345,1207.5,19,137.91,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(200,400]"
DTA-SX-011-N,0,324,1134,14,85.96000000000001,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(200,400]"
DTA-SX-012-G,0,288,1008,9,85.91,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(200,400]"
DZ9436,0,305,4922.7,0,0,BIELIZNA,6_BIELIZNA,SKARPETY KRÓTKIE (QUARTER),SKARPETY,"(200,400]"
NOSH4-SOD301-56S+10S+20S,0,180,1765.8,194,4233.32,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(50,200]"
GE1382,0,193,2624.7999999999997,109,3593.4100000000003,BIELIZNA,6_BIELIZNA,STOPKI,SKARPETY,"(50,200]"
